label,nr_errors,total,perc. errors
business.business_operation,31.0,0,inf
music.performance_role,1.0,0,inf
time.event,2.0,0,inf
award.award_discipline,2.0,0,inf
book.book,2.0,0,inf
music.producer,8.0,0,inf
film.film_genre,0.0,0,
language.human_language,0.0,0,
music.musical_scale,0.0,0,
broadcast.broadcast,1.0,0,inf
award.competition,5.0,0,inf
award.award_presenting_organization,1.0,0,inf
tv.tv_network,1.0,0,inf
broadcast.radio_format,0.0,0,
tv.tv_producer,1.0,0,inf
tv.tv_program_creator,2.0,0,inf
book.author,5.0,0,inf
law.invention,0.0,0,
film.producer,15.0,0,inf
broadcast.tv_station,1.0,0,inf
music.composition,3.0,0,inf
film.director,10.0,0,inf
people.person,39.0,0,inf
film.film_distributor,6.0,0,inf
film.film_character,1.0,0,inf
award.award_ceremony,17.0,0,inf
location.citytown,0.0,0,
location.location,2.0,0,inf
tv.tv_director,2.0,0,inf
film.writer,29.0,0,inf
tv.tv_genre,5.0,0,inf
media_common.media_genre,0.0,0,
government.politician,0.0,0,
music.lyricist,14.0,0,inf
broadcast.artist,31.0,0,inf
book.periodical,1.0,0,inf
film.music_contributor,2.0,0,inf
film.film,4.0,0,inf
music.composer,36.0,0,inf
spaceflight.astronaut,0.0,0,
book.written_work,2.0,0,inf
tv.tv_actor,54.0,0,inf
interests.collection_category,0.0,0,
location.country,0.0,0,
theater.play,0.0,0,
film.actor,42.0,0,inf
fictional_universe.fictional_character,0.0,0,
music.genre,0.0,0,
music.record_label,7.0,0,inf
location.administrative_division,1.0,0,inf
theater.theater_actor,1.0,0,inf
music.artist,33.0,0,inf
organization.organization,8.0,0,inf
film.film_festival_focus,2.0,0,inf
tv.tv_character,1.0,0,inf
business.product_category,0.0,0,
music.album,2.0,0,inf
celebrities.celebrity,7.0,0,inf
music.group_member,42.0,0,inf
music.musical_group,7.0,0,inf
film.production_company,5.0,0,inf
award.award_category,0.0,0,
music.writer,2.0,0,inf
broadcast.radio_station,1.0,0,inf
music.media_format,1.0,0,inf
