label,nr_errors,total,perc. errors
film.writer,26.0,0,inf
film.producer,23.0,0,inf
business.product_category,1.0,0,inf
people.person,151.0,0,inf
time.event,20.0,0,inf
theater.theater_actor,1.0,0,inf
celebrities.celebrity,5.0,0,inf
book.written_work,2.0,0,inf
tv.tv_network,1.0,0,inf
music.lyricist,15.0,0,inf
film.music_contributor,8.0,0,inf
location.location,8.0,0,inf
spaceflight.astronaut,0.0,0,
award.competition,4.0,0,inf
book.author,14.0,0,inf
location.administrative_division,1.0,0,inf
music.musical_scale,0.0,0,
award.award_discipline,2.0,0,inf
music.artist,41.0,0,inf
music.composition,15.0,0,inf
interests.collection_category,1.0,0,inf
music.group_member,42.0,0,inf
award.award_presenting_organization,0.0,0,
music.performance_role,1.0,0,inf
music.record_label,8.0,0,inf
film.film,124.0,0,inf
broadcast.broadcast,12.0,0,inf
theater.play,1.0,0,inf
fictional_universe.fictional_character,2.0,0,inf
book.periodical,1.0,0,inf
music.media_format,0.0,0,
music.producer,7.0,0,inf
book.book,3.0,0,inf
language.human_language,0.0,0,
business.business_operation,43.0,0,inf
organization.organization,28.0,0,inf
film.film_festival_focus,2.0,0,inf
media_common.media_genre,9.0,0,inf
film.film_genre,2.0,0,inf
law.invention,1.0,0,inf
location.country,0.0,0,
film.film_character,4.0,0,inf
tv.tv_director,1.0,0,inf
music.writer,3.0,0,inf
broadcast.tv_station,1.0,0,inf
music.genre,2.0,0,inf
film.actor,115.0,0,inf
music.album,31.0,0,inf
film.production_company,8.0,0,inf
music.composer,36.0,0,inf
film.director,86.0,0,inf
broadcast.radio_format,0.0,0,
location.citytown,0.0,0,
tv.tv_producer,1.0,0,inf
tv.tv_actor,60.0,0,inf
tv.tv_character,0.0,0,
food.food,0.0,0,
tv.tv_program_creator,3.0,0,inf
film.film_distributor,8.0,0,inf
award.award_category,0.0,0,
award.award_ceremony,18.0,0,inf
music.musical_group,10.0,0,inf
broadcast.artist,31.0,0,inf
tv.tv_genre,3.0,0,inf
broadcast.radio_station,4.0,0,inf
government.politician,0.0,0,
