label,nr_errors,total,perc. errors
award.award_discipline,1.0,0,inf
film.film_character,1.0,0,inf
music.group_member,41.0,0,inf
business.product_category,1.0,0,inf
broadcast.radio_station,0.0,0,
music.producer,8.0,0,inf
music.composer,37.0,0,inf
book.periodical,1.0,0,inf
music.performance_role,1.0,0,inf
broadcast.tv_station,1.0,0,inf
music.composition,10.0,0,inf
film.film,6.0,0,inf
film.production_company,4.0,0,inf
law.invention,1.0,0,inf
award.award_category,0.0,0,
interests.collection_category,1.0,0,inf
broadcast.artist,27.0,0,inf
tv.tv_program_creator,2.0,0,inf
government.politician,0.0,0,
fictional_universe.fictional_character,1.0,0,inf
language.human_language,0.0,0,
spaceflight.astronaut,0.0,0,
organization.organization,9.0,0,inf
award.competition,5.0,0,inf
tv.tv_producer,1.0,0,inf
people.person,238.0,0,inf
location.location,8.0,0,inf
book.book,1.0,0,inf
music.media_format,0.0,0,
award.award_presenting_organization,1.0,0,inf
location.administrative_division,1.0,0,inf
film.director,22.0,0,inf
music.writer,2.0,0,inf
music.lyricist,15.0,0,inf
food.food,0.0,0,
broadcast.radio_format,0.0,0,
tv.tv_network,1.0,0,inf
celebrities.celebrity,7.0,0,inf
film.producer,16.0,0,inf
broadcast.broadcast,3.0,0,inf
book.author,6.0,0,inf
media_common.media_genre,9.0,0,inf
film.film_festival_focus,0.0,0,
film.film_genre,10.0,0,inf
tv.tv_director,2.0,0,inf
theater.theater_actor,1.0,0,inf
film.film_distributor,12.0,0,inf
award.award_ceremony,0.0,0,
music.album,5.0,0,inf
business.business_operation,24.0,0,inf
tv.tv_character,1.0,0,inf
theater.play,0.0,0,
tv.tv_genre,5.0,0,inf
film.writer,30.0,0,inf
music.musical_scale,0.0,0,
music.genre,1.0,0,inf
film.actor,65.0,0,inf
time.event,1.0,0,inf
location.citytown,0.0,0,
book.written_work,3.0,0,inf
location.country,0.0,0,
music.record_label,2.0,0,inf
music.musical_group,9.0,0,inf
music.artist,59.0,0,inf
tv.tv_actor,46.0,0,inf
film.music_contributor,2.0,0,inf
