label,nr_errors,total,perc. errors
Book,8.0,0,inf
Writer,1.0,0,inf
OfficeHolder,5.0,0,inf
Bird,0.0,0,
HistoricPlace,0.0,0,
Park,2.0,0,inf
University,5.0,0,inf
Monarch,0.0,0,
Actor,0.0,0,
Letter,2.0,0,inf
Scientist,3.0,0,inf
Royalty,5.0,0,inf
TelevisionEpisode,5.0,0,inf
Newspaper,0.0,0,
Person,2.0,0,inf
Mine,0.0,0,
Organisation,1.0,0,inf
PrimeMinister,3.0,0,inf
Politician,1.0,0,inf
President,1.0,0,inf
Film,1.0,0,inf
Software,0.0,0,
College,0.0,0,
Automobile,0.0,0,
ProtectedArea,0.0,0,
InternationalOrganisation,0.0,0,
