label,nr_errors,total,perc. errors
government.politician,0.0,0,
music.group_member,44.0,0,inf
music.composer,35.0,0,inf
tv.tv_character,4.0,0,inf
film.production_company,10.0,0,inf
music.writer,2.0,0,inf
business.business_operation,49.0,0,inf
book.book,1.0,0,inf
music.composition,2.0,0,inf
award.award_ceremony,10.0,0,inf
location.citytown,0.0,0,
music.lyricist,14.0,0,inf
media_common.media_genre,0.0,0,
time.event,3.0,0,inf
film.director,6.0,0,inf
book.periodical,1.0,0,inf
location.location,1.0,0,inf
organization.organization,13.0,0,inf
award.award_category,0.0,0,
tv.tv_genre,5.0,0,inf
award.competition,5.0,0,inf
location.administrative_division,1.0,0,inf
broadcast.radio_station,1.0,0,inf
music.album,4.0,0,inf
theater.theater_actor,1.0,0,inf
interests.collection_category,1.0,0,inf
film.film_genre,0.0,0,
celebrities.celebrity,7.0,0,inf
film.film_distributor,7.0,0,inf
tv.tv_producer,1.0,0,inf
film.actor,42.0,0,inf
book.written_work,2.0,0,inf
spaceflight.astronaut,0.0,0,
fictional_universe.fictional_character,0.0,0,
law.invention,1.0,0,inf
award.award_presenting_organization,1.0,0,inf
theater.play,0.0,0,
music.media_format,0.0,0,
people.person,7.0,0,inf
music.producer,8.0,0,inf
film.film_character,1.0,0,inf
tv.tv_network,1.0,0,inf
tv.tv_actor,62.0,0,inf
film.film,4.0,0,inf
music.genre,0.0,0,
film.producer,16.0,0,inf
business.product_category,1.0,0,inf
film.music_contributor,8.0,0,inf
music.performance_role,1.0,0,inf
location.country,0.0,0,
award.award_discipline,2.0,0,inf
book.author,9.0,0,inf
film.film_festival_focus,2.0,0,inf
language.human_language,0.0,0,
broadcast.artist,31.0,0,inf
film.writer,31.0,0,inf
tv.tv_director,3.0,0,inf
music.artist,30.0,0,inf
music.record_label,7.0,0,inf
music.musical_group,3.0,0,inf
tv.tv_program_creator,3.0,0,inf
broadcast.tv_station,1.0,0,inf
broadcast.radio_format,0.0,0,
food.food,1.0,0,inf
broadcast.broadcast,13.0,0,inf
